date,id,prices,price_diff,returns,market_caps,market_caps_diff,total_volumes,total_volumes_diff,open,high,low
2023-01-03,bitcoin,16674.34,58.36999999999898,0.5836999999999898,321486454934.27,1654430879.6400146,13023861027.77,3224608343.6800003,16540.69,16674.34,16540.69
2023-01-07,bitcoin,16960.23,128.13000000000102,1.28130000000001,326571439011.66,2432481790.599976,19046576249.73,4127536804.619999,16677.65,16960.23,16677.65
2023-01-11,bitcoin,17436.9,241.9900000000016,2.419900000000016,335743942932.35,4585790233.089966,21858206845.29,-3674544721.91,16950.86,17436.9,16950.86
2023-01-15,bitcoin,21019.21,1077.4300000000003,10.774300000000004,405209898132.01,22534595935.52002,49498711311.53,9984292258.349998,17996.83,21019.21,17996.83
2023-01-19,bitcoin,20726.84,-429.9399999999987,-4.299399999999987,399349603616.15,-8055541226.789978,40612056908.81,7333215572.299999,20853.23,21175.34,20726.84
2023-01-23,bitcoin,22736.66,-34.36000000000058,-0.3436000000000058,438060367560.36,-518220618.7000122,34124364415.44,-9952662388.220003,21081.67,22771.02,21081.67
2023-01-27,bitcoin,23024.75,-155.66999999999825,-1.5566999999999824,444005849172.14,-2709412176.6099854,37099702812.23,-5672834362.489998,22984.87,23180.42,22610.01
2023-01-31,bitcoin,22840.39,-957.0699999999996,-9.570699999999997,439295730927.16,-19072271098.580017,38594596831.97,155975568.3899994,23082.86,23797.46,22840.39
2023-02-03,bitcoin,23539.68,-185.4799999999996,-1.854799999999996,453565018922.55,-3818080460.200012,44735297656.7,7283233148.529999,23137.32,23725.16,23137.32
2023-02-07,bitcoin,22786.48,-159.8100000000013,-1.5981000000000132,438726385719.16,-4207589939.410034,33963650031.47,7284958606.920002,23451.58,23451.58,22786.48
2023-02-11,bitcoin,21630.13,-190.7599999999984,-1.907599999999984,417351358181.02,-3439320446.75,42389972640.45,-8771573631.900002,23294.91,23294.91,21630.13
2023-02-15,bitcoin,22220.07,412.239999999998,4.122399999999979,428649056117.73,7810184178.899963,45363697019.74,8601787473.599998,21889.43,22220.07,21779.87
2023-02-19,bitcoin,24642.79,13.970000000001164,0.1397000000000116,475529620771.95,335390603.8500366,24900444765.28,-29300262575.660004,24307.88,24642.79,23756.91
2023-02-23,bitcoin,24146.1,-271.2900000000009,-2.7129000000000087,465998918250.25,-4625007260.929993,40336608135.5,-1655346742.949997,24284.48,24786.67,24146.1
