date,id,prices,price_diff,market_caps,market_caps_diff,total_volumes,total_volumes_diff,date,open,high,low
2020-11-03,bitcoin,1.0,0.0,16660305272.04,44034406.660001755,30323951753.66,5585850477.389999,2020-11-03,1.0,1.0,1.0
2020-11-07,bitcoin,1.0,0.0,16997171288.75,92497361.76000023,43510835201.85,4347256614.619995,2020-11-07,1.0,1.0,1.0
2020-11-11,bitcoin,1.0,0.0,17296592567.5,13544524.099998474,30413028370.69,-5796536277.130001,2020-11-11,1.0,1.0,1.0
2020-11-15,bitcoin,1.0,0.0,17860345298.66,148218236.25999832,28619602669.69,-3123072614.950001,2020-11-15,1.0,1.0,1.0
2020-11-19,bitcoin,1.0,0.0,18029086889.28,40959492.709999084,49101779954.93,9023080295.660004,2020-11-19,1.0,1.0,1.0
2020-11-23,bitcoin,1.0,0.0,18423982370.8,82638069.15999985,59071231387.88,4373069456.469994,2020-11-23,1.0,1.0,1.0
2020-11-27,bitcoin,1.0,0.0,18979461069.24,368863353.0700035,81120761697.39,24956131381.17,2020-11-27,1.0,1.0,1.0
2020-11-30,bitcoin,1.0,0.0,19127804081.21,99086745.05999756,41391835037.53,-2497332272.1800003,2020-11-30,1.0,1.0,1.0
2020-12-03,bitcoin,1.0,0.010000000000000009,19392984903.15,134141197.90999985,47889212626.91,-15638335356.219994,2020-12-03,1.0,1.0,0.99
2020-12-07,bitcoin,1.0,0.0,19692101876.95,18391064.650001526,34949028389.17,-4076312919.0699997,2020-12-07,1.0,1.0,1.0
2020-12-11,bitcoin,1.0,0.0,19775400467.62,43806661.80999756,36868153695.04,-11610055907.029999,2020-12-11,1.0,1.0,1.0
2020-12-15,bitcoin,1.0,0.0,19832906051.16,8616853.759998322,31906308924.99,-3810021732.279995,2020-12-15,1.0,1.0,1.0
2020-12-19,bitcoin,1.0,0.0,20022296286.66,72560278.65999985,55476232083.7,-24741518789.660004,2020-12-19,1.0,1.0,1.0
2020-12-23,bitcoin,1.0,0.0,20473741651.36,121173608.10000229,56285751885.76,240515783.1399994,2020-12-23,1.0,1.0,1.0
2020-12-27,bitcoin,1.0,0.0,20763290844.74,12382403.030002594,56722879090.86,1183983358.199997,2020-12-27,1.0,1.0,1.0
2020-12-31,bitcoin,1.0,0.0,20920738588.99,47358529.2100029,56031648977.85,-1684479710.4000015,2020-12-31,1.0,1.0,1.0
2021-01-03,bitcoin,1.0,0.0,21202977966.97,79333351.58000183,65600559358.05,18692374778.270004,2021-01-03,1.0,1.0,1.0
2021-01-07,bitcoin,1.01,0.010000000000000009,22300090404.11,361336894.9900017,102226578773.98,8017235895.300003,2021-01-07,1.0,1.01,1.0
2021-01-11,bitcoin,1.0,-0.010000000000000009,24279872324.78,490314188.1899986,113187178994.26,24343488160.299988,2021-01-11,1.0,1.01,1.0
