date,id,prices,price_diff,returns,market_caps,market_caps_diff,total_volumes,total_volumes_diff,open,high,low
2018-10-07,usd-coin,1.0,0.0,0.0,0.0,0.0,49324.69,29069.980000000003,1.01,1.01,1.0
2018-10-11,usd-coin,1.0,0.0,0.0,0.0,0.0,48789.48,6976.980000000003,1.0,1.0,1.0
2018-10-15,usd-coin,1.02,0.010000000000000009,0.00010000000000000009,0.0,0.0,114047.47,-19758.910000000003,1.01,1.02,1.01
2018-10-19,usd-coin,1.02,-0.010000000000000009,-0.00010000000000000009,0.0,-24590235.09,577029.87,-1242982.3599999999,1.04,1.04,1.02
2018-10-23,usd-coin,1.02,-0.010000000000000009,-0.00010000000000000009,0.0,0.0,475698.12,264447.4,1.02,1.03,1.02
2018-10-27,usd-coin,1.02,0.010000000000000009,0.00010000000000000009,129502938.57,727444.9799999893,480637.37,2064.0899999999674,1.01,1.02,1.01
2018-10-31,usd-coin,1.0,0.0,0.0,127904252.15,-128480.80999998748,193593.41,-196436.83,1.01,1.02,1.0
2018-11-03,usd-coin,1.01,0.0,0.0,133609203.34,5517715.359999999,301594.62,144316.41,1.0,1.01,1.0
2018-11-07,usd-coin,1.0,0.0,0.0,134834229.73,220830.44999998808,662717.39,14272.23999999999,1.01,1.01,0.99
2018-11-11,usd-coin,1.01,0.0,0.0,135335501.51,-716681.3500000238,1069596.88,398658.0099999999,1.01,1.01,1.01
2018-11-15,usd-coin,1.04,0.020000000000000018,0.00020000000000000017,148577982.73,6894925.019999981,1467371.23,776523.01,1.02,1.04,1.02
2018-11-19,usd-coin,1.01,-0.010000000000000009,-0.00010000000000000009,145255943.18,-890386.1299999952,1513923.29,19144.540000000037,1.03,1.03,1.01
2018-11-23,usd-coin,1.04,0.020000000000000018,0.00020000000000000017,169951951.45,3748789.0799999833,5064458.71,-727181.79,1.03,1.04,1.02
2018-11-27,usd-coin,1.02,-0.010000000000000009,-0.00010000000000000009,171920667.15,1224703.9200000167,4902632.23,-967954.0599999996,1.02,1.03,1.02
2018-11-30,usd-coin,1.01,0.0,0.0,179073854.5,168453.87000000477,5821626.08,645191.4900000002,1.02,1.02,1.01
2018-12-03,usd-coin,1.01,0.0,0.0,179261826.47,-480969.87000000477,43276379.01,-27396548.750000007,1.01,1.01,1.01
2018-12-07,usd-coin,1.0,-0.010000000000000009,-0.00010000000000000009,182203423.41,2530827.120000005,13993835.58,-7064200.869999999,1.02,1.02,1.0
2018-12-11,usd-coin,1.0,0.0,0.0,191717217.42,5708157.579999983,16346026.46,-2084863.7300000004,1.0,1.01,1.0
2018-12-15,usd-coin,1.01,0.010000000000000009,0.00010000000000000009,204783087.59,2837309.800000012,24612506.36,-5414718.5,1.01,1.01,1.0
2018-12-19,usd-coin,1.0,-0.010000000000000009,-0.00010000000000000009,214184707.22,-1101357.4699999988,67302051.0,42732199.45,1.01,1.01,1.0
2018-12-23,usd-coin,1.0,0.0,0.0,229078540.86,152886.99000000954,55241779.9,11984715.93,1.0,1.0,1.0
2018-12-27,usd-coin,0.99,-0.010000000000000009,-0.00010000000000000009,229152576.38,1968432.419999987,133405983.7,50541455.980000004,1.0,1.0,0.99
2018-12-31,usd-coin,1.0,0.030000000000000027,0.00030000000000000024,248534076.43,7148956.700000018,168803745.32,-135183542.55,1.0,1.0,0.97
2019-01-03,usd-coin,0.99,-0.010000000000000009,-0.00010000000000000009,285618972.35,24086302.26000002,301743583.59,-17294717.46000004,1.0,1.0,0.99
2019-01-07,usd-coin,0.99,-0.010000000000000009,-0.00010000000000000009,300214373.78,9532733.059999943,599242472.99,21203472.680000067,1.0,1.0,0.99
2019-01-11,usd-coin,1.0,0.010000000000000009,0.00010000000000000009,355008147.74,13926575.439999998,466511654.62,114811447.09000003,0.99,1.0,0.99
2019-01-15,usd-coin,0.99,-0.010000000000000009,-0.00010000000000000009,370764588.94,3569856.2099999785,338860248.71,-149284230.91000003,1.0,1.0,0.99
2019-01-19,usd-coin,1.0,0.0,0.0,358872737.95,-3314551.4900000095,540064713.54,175295065.14,0.99,1.0,0.99
2019-01-23,usd-coin,1.0,0.0,0.0,345392588.84,-2459222.550000012,576379526.6,117134492.06,1.0,1.0,1.0
2019-01-27,usd-coin,1.01,0.010000000000000009,0.00010000000000000009,336667629.96,-6410877.689999998,506812472.91,-370732873.42,1.0,1.01,1.0
2019-01-31,usd-coin,1.01,0.010000000000000009,0.00010000000000000009,325851698.7,908034.9599999785,302355387.82,-103954771.69999999,1.01,1.01,1.0
2019-02-03,usd-coin,1.01,0.0,0.0,310303376.09,-119760.05000001192,131656817.25,9898659.150000006,1.01,1.01,1.01
2019-02-07,usd-coin,1.01,0.0,0.0,295888927.07,-3176853.350000024,266165284.01,42242176.0,1.01,1.01,1.01
2019-02-11,usd-coin,1.01,0.0,0.0,290113095.3,-1371059.1899999976,709292042.08,11475638.560000062,1.01,1.01,1.01
2019-02-15,usd-coin,1.01,0.0,0.0,249853199.16,-10176039.390000015,377498387.93,-107070135.69,1.01,1.01,1.01
2019-02-19,usd-coin,1.01,0.0,0.0,246523132.92,-1056395.5400000215,459359271.09,-49102024.57000005,1.01,1.01,1.01
2019-02-23,usd-coin,1.01,0.0,0.0,235024371.31,-12872552.560000002,220901015.07,-64121893.82999998,1.01,1.01,1.01
2019-02-27,usd-coin,1.0,0.0,0.0,234673211.49,2563313.2700000107,192790465.35,23680160.120000005,1.0,1.0,1.0
2019-02-28,usd-coin,1.01,0.010000000000000009,0.00010000000000000009,237793919.64,3120708.149999976,262128170.37,69337705.02000001,1.01,1.01,1.0
2019-03-07,usd-coin,1.0,0.0,0.0,243483370.11,910678.5600000024,618932427.43,137202049.89999998,1.01,1.01,1.0
2019-03-11,usd-coin,1.01,0.0,0.0,241929214.78,36273.37000000477,1511078374.82,461503274.15999997,1.0,1.01,1.0
2019-03-15,usd-coin,1.01,0.010000000000000009,0.00010000000000000009,242540797.97,908247.5200000107,1161318386.52,239657687.78999996,1.0,1.01,1.0
2019-03-19,usd-coin,1.01,0.010000000000000009,0.00010000000000000009,241580915.77,704318.1899999976,2839024771.24,1887464430.8999996,1.01,1.01,1.0
2019-03-23,usd-coin,1.0,0.0,0.0,245713094.15,1362341.8799999952,1787321683.95,-96246944.63999987,1.0,1.0,1.0
2019-03-27,usd-coin,1.01,0.010000000000000009,0.00010000000000000009,247042348.46,-756217.6899999976,2624247475.67,360066773.99000025,1.01,1.01,1.0
2019-03-31,usd-coin,1.0,0.0,0.0,247482835.8,-70170.19999998808,2986554757.57,-1092468169.0099998,1.0,1.0,1.0
2019-04-03,usd-coin,1.0,0.0,0.0,255615162.08,2032486.0,2212270010.88,305882939.33000016,1.0,1.0,1.0
2019-04-07,usd-coin,1.0,0.0,0.0,259983480.5,-358634.6899999976,1807433562.73,-17870297.059999943,1.0,1.0,1.0
2019-04-11,usd-coin,1.0,0.010000000000000009,0.00010000000000000009,262609710.38,-2606545.469999999,1723748219.62,35566218.90999985,1.0,1.0,0.99
2019-04-15,usd-coin,1.0,0.0,0.0,259764025.95,217983.06000000238,1332268097.3,-209016379.8900001,1.0,1.0,1.0
2019-04-19,usd-coin,1.0,0.0,0.0,252667522.76,-3632594.3200000226,1349269032.79,35895122.18000007,1.0,1.0,1.0
2019-04-23,usd-coin,1.0,0.0,0.0,251326924.13,-1342851.980000019,1866812105.91,-27901473.28999996,1.0,1.0,1.0
2019-04-27,usd-coin,1.03,0.010000000000000009,0.00010000000000000009,268611419.4,9391886.51999998,1897053661.87,121949619.78999996,1.0,1.03,1.0
2019-04-30,usd-coin,1.01,-0.010000000000000009,-0.00010000000000000009,295234804.07,-2854212.030000031,1818750872.18,169511925.56000018,1.02,1.02,1.01
2019-05-03,usd-coin,1.01,0.0,0.0,296634359.78,-831850.9800000191,1422175478.89,-390289010.3299999,1.01,1.01,1.01
2019-05-07,usd-coin,1.01,0.0,0.0,307719304.59,5594116.519999981,106967133.01,-1673790534.8,1.01,1.01,1.01
2019-05-11,usd-coin,1.01,0.0,0.0,330250263.71,2594850.6899999976,1466656742.13,1096740759.3500001,1.01,1.01,1.01
