date,id,prices,price_diff,market_caps,market_caps_diff,total_volumes,total_volumes_diff,open,high,low
2013-11-23,ripple,0.01,0.0,77850468.0,9412661.0,0.0,0.0,0.01,0.01,0.01
2013-11-27,ripple,0.02,0.0,183624250.0,3221752.0,0.0,0.0,0.01,0.02,0.01
2013-11-30,ripple,0.04,0.010000000000000002,279696734.0,47008189.0,0.0,0.0,0.03,0.04,0.03
2013-12-03,ripple,0.05,-0.009999999999999995,384615942.0,-65036244.0,0.0,0.0,0.05,0.06,0.05
2013-12-07,ripple,0.03,-0.020000000000000004,271090019.0,-95730843.0,0.0,0.0,0.05,0.05,0.03
2013-12-11,ripple,0.04,0.0,297559049.0,-44454866.0,0.0,0.0,0.03,0.04,0.03
2013-12-15,ripple,0.03,0.0,227192568.0,-24616190.0,0.0,0.0,0.03,0.03,0.03
2013-12-19,ripple,0.02,0.0,162481549.0,30780596.0,0.0,0.0,0.02,0.02,0.02
2013-12-23,ripple,0.02,0.0,181073273.0,8981192.0,0.0,0.0,0.02,0.02,0.02
2013-12-27,ripple,0.03,0.009999999999999998,206730023.0,16462130.0,133863.0,133863.0,0.02,0.03,0.02
2013-12-31,ripple,0.03,0.0,214508042.0,-1799678.0,63399.0,-6272.0,0.03,0.03,0.03
2014-01-03,ripple,0.03,0.0,216510985.0,-10184365.0,89287.0,-29458.0,0.03,0.03,0.03
2014-01-07,ripple,0.02,-0.009999999999999998,185860167.0,-13576547.0,75928.0,-104395.0,0.03,0.03,0.02
2014-01-11,ripple,0.02,0.0,187173572.0,10787124.0,69314.0,6358.0,0.02,0.02,0.02
2014-01-15,ripple,0.02,0.0,173986356.0,8137642.0,25227.0,-16745.0,0.02,0.02,0.02
2014-01-19,ripple,0.02,0.0,166862694.0,1395493.0,17951.0,-5551.0,0.02,0.02,0.02
2014-01-23,ripple,0.02,0.0,149447563.0,-6696023.0,81644.0,1168.0,0.02,0.02,0.02
2014-01-27,ripple,0.02,0.0,159585021.0,9648840.0,66064.0,-18009.0,0.02,0.02,0.02
2014-01-31,ripple,0.02,0.0,158993206.0,-25800.0,82570.0,53331.0,0.02,0.02,0.02
2014-02-03,ripple,0.02,0.0,167803968.0,4578938.0,92102.0,-29396.0,0.02,0.02,0.02
2014-02-07,ripple,0.02,0.0,143439515.0,-13129364.0,94078.0,3069.0,0.02,0.02,0.02
2014-02-11,ripple,0.02,0.0,142648344.0,3963670.0,135739.0,56746.0,0.02,0.02,0.02
2014-02-15,ripple,0.02,0.0,124406862.0,1145321.0,158770.0,54376.0,0.02,0.02,0.02
2014-02-19,ripple,0.02,0.0,118967174.0,-832606.0,191498.0,76186.0,0.02,0.02,0.02
2014-02-23,ripple,0.02,0.01,122188927.0,7003266.0,88774.0,-4989.0,0.02,0.02,0.01
2014-02-27,ripple,0.01,0.0,108227739.0,870131.0,151039.0,-24349.0,0.01,0.01,0.01
2014-02-28,ripple,0.01,0.0,110457401.0,2229662.0,29209.0,-121830.0,0.01,0.01,0.01
2014-03-07,ripple,0.02,0.0,119283017.0,-5915015.0,165546.0,27876.0,0.02,0.02,0.02
2014-03-11,ripple,0.01,0.0,115277130.0,2002161.0,107847.0,90232.0,0.01,0.01,0.01
2014-03-15,ripple,0.01,0.0,112318059.0,835732.0,65615.0,-54694.0,0.01,0.01,0.01
2014-03-19,ripple,0.01,0.0,109513000.0,2452472.0,109271.0,6530.0,0.01,0.01,0.01
2014-03-23,ripple,0.01,0.0,99666368.0,-1743389.0,179944.0,79251.0,0.01,0.01,0.01
2014-03-27,ripple,0.01,0.0,86110929.0,-13422535.0,229366.0,71203.0,0.01,0.01,0.01
2014-03-31,ripple,0.01,0.0,70810068.0,-7174555.0,203590.0,79466.0,0.01,0.01,0.01
2014-04-03,ripple,0.01,0.0,62108287.0,177231.0,172873.0,-134016.0,0.01,0.01,0.01
2014-04-07,ripple,0.01,0.0,64281113.0,-190601.0,63143.0,-32565.0,0.01,0.01,0.01
2014-04-11,ripple,0.01,0.0,51456022.0,2059076.0,345888.0,12935.0,0.01,0.01,0.01
2014-04-15,ripple,0.01,0.0,60350200.0,9395071.0,274616.0,-191713.0,0.01,0.01,0.01
2014-04-19,ripple,0.01,0.0,50604732.0,2057044.0,207541.0,-1997.0,0.01,0.01,0.01
2014-04-23,ripple,0.01,0.0,47768870.0,397070.0,16198.19,-4740.379999999999,0.01,0.01,0.01
2014-04-27,ripple,0.0,-0.01,37983608.0,-4187966.0,23151.14,12230.189999999999,0.01,0.01,0.0
2014-04-30,ripple,0.01,0.0,41935004.0,16964.0,17808.35,-1403.380000000001,0.01,0.01,0.01
2014-05-03,ripple,0.01,0.0,39275593.0,-2276335.0,3389.5,-3142.6899999999996,0.01,0.01,0.01
2014-05-07,ripple,0.01,0.0,49653607.0,2960088.0,36960.91,274.0300000000061,0.0,0.01,0.0
2014-05-11,ripple,0.01,0.0,44981558.0,-1729083.0,7294.36,-3509.88,0.01,0.01,0.01
2014-05-15,ripple,0.01,0.0,55495760.0,-432485.0,30870.67,7398.939999999999,0.01,0.01,0.01
2014-05-19,ripple,0.01,0.0,47170411.0,232270.0,9404.27,-14284.5,0.01,0.01,0.01
2014-05-23,ripple,0.0,0.0,25918572.0,-5301545.0,33235.82,-33296.52,0.01,0.01,0.0
2014-05-27,ripple,0.0,0.0,36294788.0,6595954.0,13600.46,2161.6899999999987,0.0,0.0,0.0
2014-05-31,ripple,0.0,0.0,32409218.0,-673355.0,6895.49,-10538.640000000001,0.0,0.0,0.0
2014-06-03,ripple,0.0,0.0,34282776.0,361421.0,10743.13,2489.709999999999,0.0,0.0,0.0
2014-06-07,ripple,0.0,0.0,30966505.0,351727.0,4379.71,-265.97000000000025,0.0,0.0,0.0
2014-06-11,ripple,0.0,0.0,35168475.3,-2228769.3599999994,11143.06,3068.37,0.0,0.0,0.0
2014-06-15,ripple,0.0,0.0,31699189.19,-29113.779999997467,9090.95,2211.9900000000007,0.0,0.0,0.0
2014-06-19,ripple,0.0,0.0,32473305.58,-874534.8200000003,9905.5,1223.5200000000004,0.0,0.0,0.0
2014-06-23,ripple,0.0,0.0,31865714.13,-734881.5300000012,104818.0,-84254.0,0.0,0.0,0.0
2014-06-27,ripple,0.0,0.0,31216829.37,-461255.4299999997,17794.0,-1641.0,0.0,0.0,0.0
2014-06-30,ripple,0.0,0.0,29543801.2,-1946654.2699999996,20026.0,7418.0,0.0,0.0,0.0
2014-07-03,ripple,0.0,0.0,26244652.19,-992871.8599999994,142355.0,-15018.0,0.0,0.0,0.0
2014-07-07,ripple,0.0,0.0,24102550.7,2157737.2699999996,198315.0,47417.0,0.0,0.0,0.0
2014-07-11,ripple,0.0,0.0,26729361.28,0.0,216814.0,0.0,0.0,0.0,0.0
2014-07-15,ripple,0.0,0.0,26729361.28,0.0,216814.0,0.0,0.0,0.0,0.0
2014-07-19,ripple,0.01,0.0,41114283.51,-8607496.89,519611.0,-93478.0,0.0,0.01,0.0
2014-07-23,ripple,0.01,0.0,50736984.8,6776989.329999998,331286.0,59743.0,0.01,0.01,0.01
2014-07-27,ripple,0.01,0.0,49713662.4,-123789.0,103331.0,-39816.0,0.01,0.01,0.01
2014-07-31,ripple,0.01,0.0,42979544.33,940796.4799999967,549848.0,81068.0,0.01,0.01,0.01
2014-08-03,ripple,0.01,0.0,43070322.93,-643702.8599999994,71143.0,-149663.0,0.01,0.01,0.01
2014-08-07,ripple,0.01,0.0,44093645.42,701471.0600000024,222282.0,18611.0,0.0,0.01,0.0
2014-08-11,ripple,0.01,0.01,43070322.93,2021887.1599999964,263952.0,4236.0,0.01,0.01,0.0
2014-08-15,ripple,0.01,0.0,44729095.67,1559741.5300000012,302191.0,-363418.0,0.01,0.01,0.0
2014-08-19,ripple,0.01,0.01,41601360.01,528166.4399999976,176131.0,-324231.0,0.01,0.01,0.0
2014-08-23,ripple,0.01,0.0,41370287.19,-767491.8700000048,104533.0,-59865.0,0.01,0.01,0.01
2014-08-27,ripple,0.01,0.01,145178175.43,5015140.650000006,165131.0,-292004.0,0.01,0.01,0.0
2014-08-31,ripple,0.0,0.0,141931379.17,-1797333.6400000155,111074.0,-27204.0,0.01,0.01,0.0
2014-09-03,ripple,0.0,0.0,138481658.15,3884559.800000012,192231.0,-39947.0,0.01,0.01,0.0
2014-09-07,ripple,0.0,0.0,136539378.25,-2551054.199999988,88092.0,14602.0,0.0,0.0,0.0
2014-09-11,ripple,0.0,0.0,137582991.33,-28989.25,110880.0,-50050.0,0.0,0.0,0.0
2014-09-15,ripple,0.01,0.0,146482691.78,-3275785.5099999905,343050.0,-222771.0,0.0,0.01,0.0
2014-09-19,ripple,0.0,-0.01,143293874.03,-6493592.50999999,409000.0,-86261.0,0.01,0.01,0.0
2014-09-23,ripple,0.0,0.0,133205614.24,-1681376.6300000101,325619.0,72034.0,0.0,0.0,0.0
2014-09-27,ripple,0.0,0.0,136713313.76,3188817.749999985,224461.0,-274651.0,0.0,0.0,0.0
2014-09-30,ripple,0.0,0.0,134915980.12,-1391484.1099999845,109635.0,-20448.0,0.01,0.01,0.0
2014-10-03,ripple,0.0,0.0,144540411.88,3188817.75,252266.0,39990.0,0.0,0.0,0.0
2014-10-07,ripple,0.0,0.0,138336711.89,1826322.8899999857,145280.0,-52839.0,0.0,0.0,0.0
2014-10-11,ripple,0.0,0.0,137930862.36,-3130839.2399999797,260383.0,120007.0,0.0,0.0,0.0
2014-10-15,ripple,0.0,0.0,139873142.26,-1391484.1100000143,235615.0,-1641.0,0.0,0.0,0.0
2014-10-19,ripple,0.0,0.0,143380841.79,-608774.2900000215,56704.0,-11055.0,0.0,0.0,0.0
2014-10-23,ripple,0.01,0.0,149236670.75,-1130580.8400000036,379001.0,270311.0,0.01,0.01,0.01
2014-10-27,ripple,0.0,0.0,141960368.42,10233206.049999982,295672.0,-142782.0,0.01,0.01,0.0
2014-10-31,ripple,0.0,0.0,141061701.6,-724731.3100000024,153508.0,-65326.0,0.0,0.0,0.0
2014-11-03,ripple,0.0,0.0,139409314.22,4058495.319999993,210558.0,88517.0,0.0,0.0,0.0
2014-11-07,ripple,0.0,0.0,141293615.62,-115957.00999999046,434943.0,20842.0,0.0,0.0,0.0
2014-11-11,ripple,0.0,0.0,141931379.17,-86967.76000002027,796924.0,219250.0,0.0,0.0,0.0
2014-11-15,ripple,0.01,0.0,147033487.57,-3333764.0200000107,118028.0,-200265.0,0.01,0.01,0.01
2014-11-19,ripple,0.01,0.0,164977834.74,7479227.090000004,428109.0,-29528.0,0.01,0.01,0.01
2014-11-23,ripple,0.01,0.0,265054716.81,43113001.34,1281590.0,166210.0,0.01,0.01,0.01
2014-11-27,ripple,0.01,0.0,429281791.73,91563233.75999999,5109100.0,2779200.0,0.01,0.01,0.01
2014-11-30,ripple,0.01,0.0,346674152.5,-86683978.81,2849490.0,984150.0,0.02,0.02,0.01
2014-12-03,ripple,0.01,0.0,405348737.37,-2316102.0400000215,1078100.0,-1176200.0,0.01,0.01,0.01
2014-12-07,ripple,0.01,0.0,455870643.08,10870238.879999995,927939.0,-460071.0,0.01,0.01,0.01
2014-12-11,ripple,0.02,0.0,505651396.14,14174544.449999988,1620910.0,512710.0,0.01,0.02,0.01
2014-12-15,ripple,0.02,0.0,561948116.25,31406343.579999983,2622570.0,2177343.0,0.02,0.02,0.02
2014-12-19,ripple,0.02,-0.009999999999999998,724353190.9,-137638223.56000006,6299220.0,2209790.0,0.02,0.03,0.02
2014-12-23,ripple,0.02,-0.009999999999999998,743938475.93,-46529068.95000005,2744640.0,657480.0,0.02,0.03,0.02
2014-12-27,ripple,0.02,-0.009999999999999998,749948222.52,-35036203.05000007,751102.0,-1266558.0,0.02,0.03,0.02
2014-12-31,ripple,0.02,0.0,753944394.22,3190741.75,590681.0,-210481.0,0.02,0.02,0.02
2015-01-03,ripple,0.02,0.0,689881734.7,-63381141.859999895,2145220.0,1697329.0,0.02,0.02,0.02
2015-01-07,ripple,0.02,0.0,645273306.42,4646711.279999971,767827.0,-1013603.0,0.02,0.02,0.02
2015-01-11,ripple,0.02,0.0,583472046.39,-14590673.419999957,560387.0,-1071483.0,0.02,0.02,0.02
2015-01-15,ripple,0.02,0.01,510859438.12,71993046.75999999,2312720.0,445180.0,0.02,0.02,0.01
2015-01-19,ripple,0.02,0.0,495618225.12,11245041.290000021,1083590.0,-72820.0,0.02,0.02,0.02
2015-01-23,ripple,0.02,0.0,518077329.64,-8085277.629999995,1070460.0,-87140.0,0.02,0.02,0.02
2015-01-27,ripple,0.02,0.0,489670434.69,-4646711.280000031,1331190.0,-1727950.0,0.02,0.02,0.02
2015-01-31,ripple,0.01,0.0,446363085.56,-2168465.2599999905,519002.0,-333952.0,0.01,0.01,0.01
2015-02-03,ripple,0.01,0.0,403644319.86,-21994433.389999986,1285370.0,-179780.0,0.01,0.01,0.01
2015-02-07,ripple,0.01,-0.01,464971413.73,-21378729.560000002,532315.0,-1335445.0,0.01,0.02,0.01
2015-02-11,ripple,0.01,0.0,439093578.39,3509940.680000007,437299.0,-371133.0,0.01,0.01,0.01
2015-02-15,ripple,0.01,0.0,437498150.81,-41130123.0,1140340.0,323426.0,0.01,0.02,0.01
2015-02-19,ripple,0.01,0.0,439380755.35,95725.65000003576,296507.0,-105633.0,0.01,0.01,0.01
2015-02-23,ripple,0.01,0.0,425436718.31,6413618.870000005,432861.0,-161321.0,0.01,0.01,0.01
2015-02-27,ripple,0.01,0.0,428659482.02,4499105.769999981,980864.0,117369.0,0.01,0.01,0.01
2015-02-28,ripple,0.01,0.0,415608884.42,-13050597.599999964,530068.0,-450796.0,0.01,0.01,0.01
2015-03-07,ripple,0.01,0.0,337560567.24,-9381114.170000017,1136160.0,149397.0,0.01,0.01,0.01
2015-03-11,ripple,0.01,0.0,321670108.55,-1021073.6499999762,1233900.0,-424020.0,0.01,0.01,0.01
2015-03-15,ripple,0.01,0.0,345505796.58,-8136680.660000026,409912.0,-385408.0,0.01,0.01,0.01
2015-03-19,ripple,0.01,0.0,334752614.7,-2105964.4000000358,2781010.0,1153380.0,0.01,0.01,0.01
2015-03-23,ripple,0.01,0.0,328594264.24,3222763.710000038,652545.0,346208.0,0.01,0.01,0.01
2015-03-27,ripple,0.01,0.0,285039091.33,5871173.5,469718.0,-145094.0,0.01,0.01,0.01
2015-03-31,ripple,0.01,0.0,282996944.03,0.0,410183.0,0.0,0.01,0.01,0.01
2015-04-03,ripple,0.01,0.0,278306386.94,25941652.439999998,1008220.0,623055.0,0.01,0.01,0.01
2015-04-07,ripple,0.01,0.0,289232142.53,8809326.129999995,975136.0,519424.54,0.01,0.01,0.01
2015-04-11,ripple,0.01,0.0,267648051.02,-1747688.1099999845,291629.28,-237727.93999999994,0.01,0.01,0.01
2015-04-15,ripple,0.01,0.0,252103635.05,-7515583.549999982,364410.92,-212466.07,0.01,0.01,0.01
2015-04-19,ripple,0.01,0.0,247698001.77,-3139685.1399999857,227824.3,46199.97,0.01,0.01,0.01
2015-04-23,ripple,0.01,0.0,255912772.15,-364476.1099999845,369870.04,-253446.02999999997,0.01,0.01,0.01
2015-04-27,ripple,0.01,0.0,247561734.81,1295910.900000006,787016.92,288686.59,0.01,0.01,0.01
2015-04-30,ripple,0.01,0.0,256139195.12,5582915.379999995,583316.98,38751.44999999995,0.01,0.01,0.01
2015-05-03,ripple,0.01,0.0,256463474.52,-726209.0600000024,435646.46,335320.17000000004,0.01,0.01,0.01
2015-05-07,ripple,0.01,0.0,240077735.64,-9235988.99000001,2159727.76,1654485.63,0.01,0.01,0.01
2015-05-11,ripple,0.01,0.0,234844043.84,-270121.87999999523,441133.09,-113133.33000000002,0.01,0.01,0.01
2015-05-15,ripple,0.01,0.0,212461067.33,1746968.6600000262,252413.9,-387032.79999999993,0.01,0.01,0.01
2015-05-19,ripple,0.01,0.0,208495716.98,25414808.579999983,990976.85,-231424.51000000013,0.01,0.01,0.01
2015-05-23,ripple,0.01,0.0,215929079.81,5656831.170000017,303130.74,67343.25999999998,0.01,0.01,0.01
2015-05-27,ripple,0.01,0.0,220046435.01,3689006.8299999833,399468.57,-73124.52999999997,0.01,0.01,0.01
2015-05-31,ripple,0.01,0.0,263140957.97,-4258964.430000007,244931.69,-234543.21000000002,0.01,0.01,0.01
2015-06-03,ripple,0.01,0.0,254755081.89,3868441.1599999964,392910.1,-98397.45000000001,0.01,0.01,0.01
2015-06-07,ripple,0.01,0.0,251151818.24,-668323.3799999952,86381.2,-22054.540000000008,0.01,0.01,0.01
2015-06-11,ripple,0.01,0.0,256627305.51,1464812.1599999964,194272.23,-58724.72999999998,0.01,0.01,0.01
2015-06-15,ripple,0.01,0.0,273193636.06,13447856.569999993,640139.29,326714.96,0.01,0.01,0.01
2015-06-19,ripple,0.01,0.0,356025173.69,30539066.579999983,1169680.85,73850.97999999998,0.01,0.01,0.01
2015-06-23,ripple,0.01,0.0,339444600.42,5562031.930000007,483624.16,5147.989999999991,0.01,0.01,0.01
2015-06-27,ripple,0.01,0.0,367252301.55,8322972.310000002,238725.86,-78513.29999999999,0.01,0.01,0.01
2015-06-30,ripple,0.01,0.0,363004527.03,-18461050.78000003,871943.79,64279.119999999995,0.01,0.01,0.01
2015-07-03,ripple,0.01,0.0,354149735.4,2180278.539999962,230127.83,-163818.63999999998,0.01,0.01,0.01
2015-07-07,ripple,0.01,0.0,305226058.8,-9716062.50999999,589050.55,-214305.56999999995,0.01,0.01,0.01
2015-07-11,ripple,0.01,0.0,271129154.75,-10918631.870000005,387291.17,-878101.1900000002,0.01,0.01,0.01
2015-07-15,ripple,0.01,0.0,270522397.66,-4313883.73999995,488721.99,-210438.21999999997,0.01,0.01,0.01
2015-07-19,ripple,0.01,0.0,257894135.81,733686.099999994,82839.02,16406.89,0.01,0.01,0.01
2015-07-23,ripple,0.01,0.0,238559401.47,-2682227.330000013,164563.05,-181863.36,0.01,0.01,0.01
2015-07-27,ripple,0.01,0.0,272644257.96,13903540.22999999,647154.06,417990.54000000004,0.01,0.01,0.01
2015-07-31,ripple,0.01,0.0,269282717.06,-1357143.0400000215,400814.28,93836.33000000002,0.01,0.01,0.01
2015-08-03,ripple,0.01,0.0,264187207.17,1848064.4399999976,225601.4,13070.100000000006,0.01,0.01,0.01
2015-08-07,ripple,0.01,0.0,259676676.26,4009123.7099999785,361106.81,-19931.77000000002,0.01,0.01,0.01
2015-08-11,ripple,0.01,0.0,275598976.45,-3406014.4000000358,280076.18,-187787.16999999998,0.01,0.01,0.01
2015-08-15,ripple,0.01,0.0,269477819.19,3743628.9799999893,152896.28,-245807.30000000002,0.01,0.01,0.01
2015-08-19,ripple,0.01,0.0,247158725.88,-11950088.409999996,484796.71,299144.67000000004,0.01,0.01,0.01
2015-08-23,ripple,0.01,0.0,241162878.44,-4763615.150000006,136890.98,-38474.609999999986,0.01,0.01,0.01
2015-08-27,ripple,0.01,0.0,245046008.25,2399086.530000001,196102.91,9555.029999999999,0.01,0.01,0.01
2015-08-31,ripple,0.01,0.0,256023643.13,-5549638.650000006,606628.5,205858.25,0.01,0.01,0.01
2015-09-03,ripple,0.01,0.0,240486419.04,-8838481.599999994,319693.86,-72947.62,0.01,0.01,0.01
2015-09-07,ripple,0.01,0.0,256967561.21,1275090.9099999964,232682.33,-50360.41,0.01,0.01,0.01
2015-09-11,ripple,0.01,0.0,273518554.32,24742020.090000004,77328.0,-156315.64,0.01,0.01,0.01
2015-09-15,ripple,0.01,0.0,250679316.44,9876427.189999998,680532.0,410382.0,0.01,0.01,0.01
2015-09-19,ripple,0.01,0.0,243077066.57,-1526947.6200000048,441676.0,-59358.0,0.01,0.01,0.01
2015-09-23,ripple,0.01,0.0,216859050.97,-16309100.159999996,973293.0,689238.0,0.01,0.01,0.01
2015-09-27,ripple,0.01,0.0,212343184.59,974647.4200000167,270173.0,-168027.0,0.01,0.01,0.01
2015-09-30,ripple,0.01,0.0,179075219.32,-2599059.780000001,742544.0,-227785.0,0.01,0.01,0.01
2015-10-03,ripple,0.01,0.0,179952401.99,-10493703.889999986,405104.0,-172137.0,0.01,0.01,0.01
2015-10-07,ripple,0.01,0.0,177093436.23,3801124.9399999976,308791.0,-41195.0,0.01,0.01,0.01
2015-10-11,ripple,0.01,0.0,164163113.79,0.0,526102.0,0.0,0.01,0.01,0.01
2015-10-15,ripple,0.01,0.0,178844605.82,-1724123.0100000203,440223.0,143159.0,0.01,0.01,0.01
2015-10-19,ripple,0.01,0.01,167239931.73,2287778.6099999845,302751.0,59217.0,0.01,0.01,0.0
2015-10-23,ripple,0.0,0.0,154938977.19,-1425717.1100000143,296182.0,-5391.0,0.0,0.0,0.0
2015-10-27,ripple,0.0,0.0,153844822.21,-994686.349999994,360357.0,-68302.0,0.0,0.0,0.0
2015-10-31,ripple,0.0,0.0,155436320.37,-4940275.539999992,314981.0,-699089.0,0.0,0.0,0.0
2015-11-03,ripple,0.01,0.0,177783607.04,8123271.8599999845,1025490.0,441898.0,0.0,0.01,0.0
2015-11-07,ripple,0.0,0.0,155602101.43,4376619.939999998,363671.0,-430507.0,0.0,0.0,0.0
2015-11-11,ripple,0.0,0.0,140449712.69,-5404462.5,453354.0,46385.0,0.0,0.0,0.0
2015-11-15,ripple,0.0,0.0,138095621.66,-5072900.3900000155,274004.0,136956.0,0.0,0.0,0.0
2015-11-19,ripple,0.0,0.0,140118150.57,-1259936.050000012,176114.0,-74191.0,0.0,0.0,0.0
2015-11-23,ripple,0.0,0.0,142173835.7,663124.2399999797,311516.0,137558.0,0.0,0.0,0.0
2015-11-27,ripple,0.0,0.0,142140679.49,563655.6000000238,205816.0,-181749.0,0.0,0.0,0.0
2015-11-30,ripple,0.0,0.0,141058472.36,-2917757.269999981,272886.0,74874.0,0.0,0.0,0.0
2015-12-03,ripple,0.0,0.0,142869494.11,2783607.5100000203,138497.0,-191559.0,0.0,0.0,0.0
2015-12-07,ripple,0.01,0.0,184724219.15,4963541.110000014,755692.0,-243261.0,0.0,0.01,0.0
2015-12-11,ripple,0.01,0.0,283223680.23,-3487893.7599999905,3438320.0,237360.0,0.01,0.01,0.01
2015-12-15,ripple,0.01,0.0,224164248.51,-36689959.29000002,4949920.0,2846990.0,0.01,0.01,0.01
2015-12-19,ripple,0.01,0.0,210749272.54,-3353743.9900000095,469068.0,-369938.0,0.01,0.01,0.01
2015-12-23,ripple,0.01,0.0,202163687.92,-5332452.950000018,363393.0,-99528.0,0.01,0.01,0.01
2015-12-27,ripple,0.01,0.0,213130430.77,5801977.100000024,472465.0,-213402.0,0.01,0.01,0.01
2015-12-31,ripple,0.01,0.0,202666749.52,-4930003.669999987,375142.0,104315.0,0.01,0.01,0.01
2016-01-03,ripple,0.01,0.0,201492939.12,-2146396.150000006,291194.0,12650.0,0.01,0.01,0.01
2016-01-07,ripple,0.01,0.0,201492939.12,0.0,320954.0,0.0,0.01,0.01,0.01
2016-01-11,ripple,0.01,0.0,197904433.04,-1643334.5600000024,217804.0,24951.0,0.01,0.01,0.01
2016-01-15,ripple,0.01,0.0,183583946.19,-1777484.3199999928,724813.0,-124345.0,0.01,0.01,0.01
2016-01-19,ripple,0.01,0.0,176775845.89,-2012246.3900000155,220146.0,-304737.0,0.01,0.01,0.01
2016-01-23,ripple,0.01,0.0,172617203.34,1442109.9200000167,327528.0,-27901.0,0.01,0.01,0.01
2016-01-27,ripple,0.01,0.0,181812152.8,0.0,764678.0,0.0,0.01,0.01,0.01
2016-01-31,ripple,0.01,0.0,217258738.56,-7699880.349999994,957898.0,-277722.0,0.01,0.01,0.01
2016-02-03,ripple,0.01,0.0,233404743.17,3765139.7299999893,803020.0,-20509.0,0.01,0.01,0.01
2016-02-07,ripple,0.01,0.0,283199564.13,15467601.060000002,2471040.0,621280.0,0.01,0.01,0.01
2016-02-11,ripple,0.01,0.0,266249470.85,-2045450.480000019,549706.0,-130040.0,0.01,0.01,0.01
2016-02-15,ripple,0.01,0.0,293760779.81,2556813.100000024,749244.0,-386366.0,0.01,0.01,0.01
2016-02-19,ripple,0.01,0.0,281147168.51,8795437.060000002,717554.0,-162287.0,0.01,0.01,0.01
2016-02-23,ripple,0.01,0.0,271704005.46,-2965903.2000000477,829952.0,242296.0,0.01,0.01,0.01
2016-02-27,ripple,0.01,0.0,271840368.83,-2556813.100000024,417091.0,-154358.0,0.01,0.01,0.01
2016-02-29,ripple,0.01,0.0,270340371.81,1465906.1800000072,699525.0,131619.0,0.01,0.01,0.01
2016-03-03,ripple,0.01,0.0,274363091.09,681816.8299999833,678272.0,249583.0,0.01,0.01,0.01
2016-03-07,ripple,0.01,0.0,270067645.08,2147722.99999997,579040.0,-4765.0,0.01,0.01,0.01
2016-03-11,ripple,0.01,0.0,300272130.51,21136321.629999995,2796150.0,1453820.0,0.01,0.01,0.01
2016-03-15,ripple,0.01,0.0,278692627.94,-10670433.339999974,284630.0,-563543.0,0.01,0.01,0.01
2016-03-19,ripple,0.01,0.0,276138880.6,-3030708.589999974,163982.0,-65228.0,0.01,0.01,0.01
