date,id,prices,price_diff,returns,market_caps,market_caps_diff,total_volumes,total_volumes_diff,open,high,low
2018-01-03,bitcoin,15583.89,261.9599999999991,2.6195999999999917,261505188675.86,4425571411.019989,3310355625.13,-819862279.0799999,14093.61,15583.89,14093.61
2018-01-07,bitcoin,17039.87,-1303.7900000000009,-13.03790000000001,286074127681.14,-21851982888.39001,3044989246.8,-1195930583.7199998,15976.37,18343.66,15976.37
2018-01-11,bitcoin,14050.57,-1458.7000000000007,-14.587000000000009,236008991341.73,-24465121500.109985,5833888113.05,864415230.1100006,15900.37,15900.37,14050.57
2018-01-15,bitcoin,14412.0,-64.59000000000015,-0.6459000000000015,242193794408.73,-1058501565.5299988,3222958351.45,-113098199.10000038,14759.29,15193.31,14412.0
2018-01-19,bitcoin,11758.47,189.04999999999927,1.8904999999999927,197698672432.58,3202037701.279999,4208563477.46,-2349741386.76,11723.91,11758.47,11415.39
2018-01-23,bitcoin,10894.0,-97.60000000000036,-0.9760000000000036,183260375707.76,-1617834731.639984,4779406610.51,-233174813.77999973,13260.27,13260.27,10894.0
2018-01-27,bitcoin,11456.21,411.2999999999993,4.112999999999992,192805209257.31,6938064269.179993,2894314081.38,-1722074981.9300003,11277.12,11456.21,11044.91
2018-01-31,bitcoin,9989.69,-1105.5199999999986,-11.055199999999989,168188285150.77,-18588347352.25,3804947187.23,1483522507.6999998,11665.7,11665.7,9989.69
2018-02-03,bitcoin,8830.16,-240.39999999999964,-2.4039999999999964,148715185541.38,-4028995322.779999,6813550017.17,2044034742.82,10114.5,10114.5,8830.16
2018-02-07,bitcoin,7711.22,859.1700000000001,8.591700000000001,129936854004.42,14492017470.97,9152685412.96,3839096769.98,8994.91,8994.91,6852.05
2018-02-11,bitcoin,8574.68,-76.03999999999905,-0.7603999999999905,144544944416.75,-1267099310.7999878,3371677737.53,411637788.6200004,7611.61,8650.72,7611.61
2018-02-15,bitcoin,9428.03,909.7600000000002,9.097600000000002,159007423075.02,15361509119.22,3282094240.88,730578252.6600003,8168.64,9428.03,8168.64
2018-02-19,bitcoin,10523.43,-483.21999999999935,-4.832199999999993,177561296505.31,-8131031105.980011,4740378626.74,1040559486.5699996,10112.58,11006.65,10112.58
2018-02-23,bitcoin,10032.86,59.27000000000044,0.5927000000000043,169362253983.19,1000169788.7099916,4626064156.35,51264042.95000076,11103.09,11502.38,9973.59
2018-02-27,bitcoin,10355.58,656.0599999999995,6.560599999999995,174886939893.2,11096043007.540009,3646748812.4,903098534.8400002,10301.88,10355.58,9699.52
2018-02-28,bitcoin,10709.39,353.8099999999995,3.5380999999999947,180884108725.43,5997168832.22998,3398119467.11,-248629345.29,10709.39,11098.08,10346.66
2018-03-07,bitcoin,10727.72,-798.7000000000007,-7.987000000000007,181342656441.09,-13478927246.339996,3618749298.79,924803787.7799996,11356.04,11526.42,10727.72
2018-03-11,bitcoin,8890.87,-385.46999999999935,-3.8546999999999936,150359761907.83,-6502522335.040009,3260891795.8,-2215584493.15,9999.68,9999.68,8890.87
2018-03-15,bitcoin,8307.22,-909.3100000000012,-9.093100000000014,140553335048.28,-15368359994.209991,4020163253.19,391172549.1799998,9512.46,9512.46,8307.22
2018-03-19,bitcoin,8217.84,154.4300000000003,1.544300000000003,139102798580.58,2630095843.719986,4330642347.54,1738743403.31,8359.37,8520.01,8063.41
